"FAZENDA";"PROJETO";"ESPACAMENTO";"TALHAO";"MATGEN";"ARVORE";"DAP";"HT";"hi";"di_cc";"e_casca"
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;0,1;28,01126998;9
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;0,5;27,21549527;8
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;1;25,78310078;8
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;1,5;23,71408652;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;2;23,23662169;8
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;4;22,12253709;7
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;6;20,84929755;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;8;19,73521294;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;10;19,25774811;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;12;18,14366351;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;14;16,87042397;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;16;15,91549431;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;18;14,80140971;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;20;13,68732511;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;22;12,25493062;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;24;10,98169107;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;26;9,708451529;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;28;8,435211984;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;30;7,002817496;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;32;4,61549335;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";44;24,19155135;34,7;34;1,909859317;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;0,1;26,10141067;9
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;0,5;24,50986124;8
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;1;24,03239641;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;1,5;23,39577663;7
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;2;22,91831181;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;4;21,64507226;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;6;20,84929755;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;8;19,73521294;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;10;17,50704374;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;12;16,55211408;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;14;15,75633937;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;16;14,48309982;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;18;13,20986028;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;20;11,77746579;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;22;10,66338119;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;24;9,549296586;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;26;8,276057041;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;28;6,68450761;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;30;5,092958179;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";45;24,19155135;33,78;32;1,591549431;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;0,1;27,05634033;10
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;0,5;25,14648101;9
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;1;24,35070629;8
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;1,5;23,71408652;7
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;2;23,23662169;7
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;4;22,44084698;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;6;21,48591732;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;8;20,21267777;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;10;19,09859317;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;12;18,4619734;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;14;16,71126902;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;16;15,59718442;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;18;14,64225476;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;20;13,68732511;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;22;12,41408556;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;24;11,14084602;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;26;10,02676141;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;28;8,276057041;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;30;7,321127382;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;32;5,411268065;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";46;24,19155135;34,95;34;2,387324146;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;0,1;27,6929601;9
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;0,5;25,94225572;9
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;1;25,14648101;9
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;1,5;24,50986124;8
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;2;23,87324146;8
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;4;22,75915686;8
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;6;21,16760743;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;8;20,05352283;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;10;19,09859317;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;12;18,14366351;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;14;17,18873385;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;16;15,59718442;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;18;14,64225476;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;20;13,68732511;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;22;12,5732405;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;24;11,30000096;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;26;10,66338119;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;28;8,912676813;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;30;7,957747155;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;32;5,570423008;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";47;24,82817112;35,2;34;2,546479089;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;0,1;28,32957987;11
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;0,5;26,73803044;8
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;1;25,78310078;7
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;1,5;25,30563595;7
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;2;24,66901618;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;4;23,55493158;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;6;22,44084698;7
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;8;21,8042272;7
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;10;20,37183272;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;12;19,73521294;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;14;17,98450857;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;16;16,71126902;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;18;16,39295914;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;20;14,96056465;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;22;13,36901522;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;24;12,09577567;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;26;11,14084602;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;28;9,549296586;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;30;7,957747155;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;32;6,366197724;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";48;25,78310078;35,6;34;3,023943919;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;0,1;27,53380515;9
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;0,5;26,89718538;8
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;1;26,10141067;7
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;1,5;24,98732607;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;2;24,03239641;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;4;23,23662169;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;6;22,28169203;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;8;21,32676237;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;10;20,05352283;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;12;18,93943823;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;14;17,50704374;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;16;16,87042397;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;18;15,27887454;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;20;14,00563499;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;22;13,05070533;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;24;12,09577567;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;26;10,50422624;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;28;9,071831756;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;30;8,435211984;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;32;5,411268065;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";49;25,78310078;35,25;34;2,864788976;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;0,1;30,23943919;12
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;0,5;28,17042493;10
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;1;26,73803044;9
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;1,5;26,10141067;8
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;2;25,78310078;8
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;4;24,19155135;7
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;6;22,91831181;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;8;22,12253709;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;10;21,00845249;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;12;20,05352283;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;14;18,78028328;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;16;17,3478888;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;18;16,07464925;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;20;15,27887454;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;22;13,68732511;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;24;12,5732405;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;26;10,98169107;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;28;10,02676141;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;30;8,276057041;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;32;6,047887837;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";50;26,41972055;35,55;34;3,023943919;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;0,1;30,23943919;11
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;0,5;27,6929601;10
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;1;27,05634033;8
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;1,5;26,41972055;8
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;2;25,78310078;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;4;24,50986124;7
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;6;23,55493158;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;8;22,28169203;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;10;21,48591732;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;12;20,53098766;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;14;19,73521294;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;16;18,30281846;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;18;16,55211408;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;20;15,59718442;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;22;14,00563499;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;24;13,36901522;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;26;12,09577567;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;28;10,82253613;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;30;8,75352187;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;32;6,68450761;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";51;26,73803044;35,8;34;3,342253805;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;0,1;32,1492985;10,3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;0,5;27,6929601;10
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;1;26,73803044;10
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;1,5;26,10141067;9
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;2;25,46479089;8
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;4;23,87324146;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;6;22,91831181;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;8;21,64507226;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;10;20,6901426;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;12;19,41690306;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;14;18,14366351;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;16;17,18873385;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;18;16,07464925;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;20;14,96056465;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;22;13,68732511;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;24;12,25493062;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;26;10,82253613;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;28;9,549296586;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;30;8,435211984;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;32;6,68450761;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;34;4,456338407;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";52;26,73803044;36,1;36;1,273239545;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;0,1;29,60281942;10,2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;0,5;27,85211504;10
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;1;27,05634033;10
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;1,5;26,41972055;9
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;2;25,78310078;7
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;4;24,03239641;8
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;6;23,87324146;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;8;22,60000192;6
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;10;21,64507226;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;12;19,73521294;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;14;18,78028328;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;16;17,98450857;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;18;16,87042397;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;20;15,27887454;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;22;13,84648005;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;24;12,73239545;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;26;11,61831085;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;28;10,50422624;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;30;7,957747155;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;32;5,888732894;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";53;27,37465021;35,6;34;3,183098862;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";54;10,18591636;13,98;0,1;12,09577567;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";54;10,18591636;13,98;0,5;11,77746579;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";54;10,18591636;13,98;1;10,98169107;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";54;10,18591636;13,98;1,5;9,549296586;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";54;10,18591636;13,98;2;9,390141642;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";54;10,18591636;13,98;4;8,276057041;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";54;10,18591636;13,98;6;7,480282325;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";54;10,18591636;13,98;8;5,888732894;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";54;10,18591636;13,98;10;3,660563691;1
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";54;10,18591636;13,98;12;2,06901426;1
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";55;10,18591636;19,12;0,1;10,98169107;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";55;10,18591636;19,12;0,5;10,50422624;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";55;10,18591636;19,12;1;10,3450713;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";55;10,18591636;19,12;1,5;9,867606472;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";55;10,18591636;19,12;2;9,549296586;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";55;10,18591636;19,12;4;8,912676813;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";55;10,18591636;19,12;6;8,435211984;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";55;10,18591636;19,12;8;7,957747155;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";55;10,18591636;19,12;10;7,161972439;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";55;10,18591636;19,12;12;6,207042781;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";55;10,18591636;19,12;14;4,933803236;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";55;10,18591636;19,12;16;3,501408748;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";55;10,18591636;19,12;18;0,954929659;1
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";56;10,50422624;16,66;0,1;12,41408556;5
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";56;10,50422624;16,66;0,5;12,09577567;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";56;10,50422624;16,66;1;10,66338119;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";56;10,50422624;16,66;1,5;10,3450713;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";56;10,50422624;16,66;2;9,708451529;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";56;10,50422624;16,66;4;9,390141642;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";56;10,50422624;16,66;6;8,75352187;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";56;10,50422624;16,66;8;8,116902098;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";56;10,50422624;16,66;10;6,68450761;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";56;10,50422624;16,66;12;5,888732894;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";56;10,50422624;16,66;14;4,13802852;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";56;10,50422624;16,66;16;1,909859317;1
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";57;10,50422624;17,83;0,1;13,36901522;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";57;10,50422624;17,83;0,5;11,4591559;4
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";57;10,50422624;17,83;1;10,66338119;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";57;10,50422624;17,83;1,5;10,18591636;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";57;10,50422624;17,83;2;10,02676141;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";57;10,50422624;17,83;4;9,549296586;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";57;10,50422624;17,83;6;8,912676813;3
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";57;10,50422624;17,83;8;7,798592212;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";57;10,50422624;17,83;10;6,207042781;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";57;10,50422624;17,83;12;4,933803236;2
"ENGFLORESTAL";"PEQUI";"3x3";4;"FLO014";57;10,50422624;17,83;14;4,13802852;2
